Name,Pool 1,Pool 2,Final
"Zhang, Matthew",189,183,183
"Lingvay, Ivan",189,183,183
"Yu, Arthur",189,193,193
"May, Matthew",192,194,194
"Bailey, Nathan",192,194,194
"Dolgonos, Mark",192,185,185
"Sandukas, Joseph",195,196,196
"Armstrong, James",196,197,197
"MacKenzie, David",196,186,186
"Barnhart, William",198,187,187
"Young, Scott",199,198,198
"McGovern, Vincent",199,188,188
"Richards, Willam",201,199,199
"Scott, George",201,199,199
"Herbst, Isaac",201,199,199
"Frey, Wayne",204,202,202
"Papadakos, Yanni",205,203,203
"Holst, Eric",205,203,203
"Vernachio, Anthony",207,205,205
"Short, Salim",207,205,205
"Flint, James",209,207,207
"Clancey, Nicholas",210,208,208
"Varney, John",211,209,209
"Chilana, Savitoz",212,210,210
"Konert, Alex",213,211,211
"Harel, Jason",213,211,211
"Shultz, Michael",215,213,213
"Chilana, Udaypaul",216,214,214
"Moore, Shomari",217,215,215
"Hargis, Peter",218,216,216
"Zhang, Joshua",219,217,217
"Soomro, Zulfi",220,218,218
"Tableman, Doug",220,218,218
"Asher, Jacob",222,220,220
"Jones, Chinua",223,221,221
"Fregenal, Andrew",224,222,222
"Lehfeldt, Damien",225,223,223
"Conway, Robert",225,223,223
"Sinai, Nathan",227,225,225
"Kruger, Mark",228,226,226
"Ruskin, David",229,227,227
"Volkmann, Daniel",230,228,228
"Sjostedt, Jacob",231,229,229
"Robitzski, Daniel",232,230,230
"Haider, Syed Mikail",232,230,230
"Tierney, Luke",234,232,232
"Safko, Jeffrey",235,233,233
"Vaysberg, Nathan",236,234,234
"Han, Matthew",237,235,235
"Smith, Ethan",237,235,235
"Chen, Zhao",239,237,237
"Li, Jesse",240,238,238
"Baker, Jefferson",241,239,239
"Rustagi, Rohit",242,240,240
"Chien, Brandon",243,241,241
"Kushnerik, Ethan",244,242,242
"Bowie, George",245,243,243
"Lingvay, Laurance",245,243,243
